AccountNumber,Amount,Time,Location,DeviceType,TransactionType,PreviousTransactions,AccountAge,TransactionFrequency,Fraud
184787650,407.91,42.842400108892484,Online,Tablet,Purchase,4,3590,3,0.0
222826341,1400.2,67.58994138987477,Online,Desktop,Withdrawal,3,19,86,1.0
960810822,444.74,46.45959289058976,Online,Tablet,Transfer,3,2951,5,0.0
946939976,372.7,55.07835756289624,Branch,Mobile,Withdrawal,6,2783,22,0.0
698034855,559.81,60.11463035408356,Branch,Mobile,Deposit,6,2401,34,0.0
998778335,824.39,41.75485838472326,Online,Desktop,Purchase,9,2744,30,0.0
178374620,1285.38,66.80710879429824,ATM,Desktop,Transfer,7,358,45,1.0
435814684,731.72,43.90217095680618,Online,Mobile,Transfer,3,947,14,0.0
161016460,691.01,49.46879346982455,Online,Mobile,Transfer,10,707,4,0.0
318789157,620.48,42.15238091872297,ATM,Tablet,Purchase,7,2238,13,0.0
536492249,906.3,33.980341881028316,Online,Mobile,Purchase,5,3047,44,0.0
382146563,60.96,43.97787939638219,Online,Mobile,Transfer,5,1646,6,0.0
106772472,726.19,54.200944904518416,ATM,Tablet,Withdrawal,1,2193,21,0.0
027611038,67.2,46.991402528591735,Branch,Desktop,Deposit,3,2727,46,0.0
635778825,801.86,38.99845767028305,Online,Mobile,Purchase,6,479,49,0.0
425992664,380.53,49.66770009355539,Branch,Mobile,Transfer,0,2095,26,0.0
780142220,398.52,56.7286123596682,Branch,Tablet,Deposit,3,3058,2,0.0
374106073,456.04,76.44343347017035,Branch,Mobile,Withdrawal,3,2293,28,0.0
662825637,675.17,38.51205964841344,ATM,Tablet,Purchase,4,2562,28,0.0
574865476,706.62,46.968202171657246,Online,Mobile,Deposit,8,3141,21,0.0
310559961,604.59,44.44453220513133,Online,Mobile,Purchase,6,3056,36,0.0
760624496,431.92,43.952553354617876,ATM,Tablet,Deposit,8,1041,6,0.0
569901701,839.73,38.32220448732065,Online,Desktop,Purchase,7,3374,34,0.0
772796305,81.72,41.049301577233955,Online,Desktop,Transfer,3,1011,44,0.0
377757658,529.15,23.95786143372866,Branch,Mobile,Withdrawal,3,1158,30,0.0
981583000,160.16,46.24803619676063,Online,Mobile,Transfer,4,3530,35,0.0
869635468,140.25,41.956842403400074,ATM,Mobile,Transfer,8,1527,41,0.0
146596946,695.7,64.76934426118274,ATM,Desktop,Transfer,5,91,40,0.0
198865141,149.51,47.90976742713975,Branch,Tablet,Purchase,5,3603,15,0.0
357982651,185.34,45.96351536758003,ATM,Tablet,Withdrawal,6,3161,15,0.0
204898152,1585.54,66.17639975367302,Online,Desktop,Withdrawal,3,57,63,1.0
801316883,1978.17,51.95787649310164,ATM,Tablet,Withdrawal,3,25,20,1.0
246240883,207.68,46.350472704571146,Branch,Desktop,Transfer,6,2360,33,0.0
115422580,498.86,75.58199285668252,Branch,Tablet,Purchase,5,2079,6,0.0
178466840,940.43,41.71502975219754,ATM,Tablet,Deposit,2,1271,5,0.0
147160073,474.01,57.47910256117534,Online,Mobile,Deposit,6,127,11,0.0
696057384,375.22,52.773769379581914,ATM,Mobile,Purchase,2,1373,26,0.0
336717356,1149.45,82.49149003332742,Online,Mobile,Withdrawal,1,387,57,1.0
246042880,167.02,68.70965175371782,ATM,Mobile,Purchase,2,1584,40,0.0
446742787,752.46,36.696863742610105,ATM,Mobile,Withdrawal,3,3370,49,0.0
204101129,61.45,56.220699903060485,Branch,Tablet,Transfer,3,1041,21,0.0
796155936,686.43,54.736320768114545,Branch,Tablet,Purchase,10,1985,34,0.0
806749338,852.08,74.26716486345522,Online,Tablet,Transfer,4,1702,36,0.0
609191525,699.77,49.62963202951588,Branch,Tablet,Deposit,3,1403,41,0.0
038663596,492.98,46.25177943378194,Branch,Desktop,Withdrawal,4,2577,25,0.0
829731844,82.46,53.829889847409284,ATM,Mobile,Purchase,5,2467,30,0.0
654110130,267.16,54.826878872092124,Branch,Mobile,Withdrawal,4,588,38,0.0
174493108,341.77,53.278211728430854,Branch,Mobile,Transfer,0,2990,7,0.0
820261597,662.12,69.62587190530795,Online,Desktop,Purchase,6,2573,33,0.0
217718187,432.84,55.82097703468616,ATM,Desktop,Transfer,6,523,25,0.0
891987771,16.32,41.04653677636976,ATM,Mobile,Withdrawal,6,1765,48,0.0
336592338,129.36,46.659227690200595,Branch,Tablet,Deposit,3,622,31,0.0
971154924,938.96,47.714000846599816,Branch,Tablet,Withdrawal,2,1258,13,0.0
085921504,787.32,60.72507337309802,ATM,Tablet,Deposit,5,2829,17,0.0
200286203,46.32,19.804878441791747,Branch,Desktop,Purchase,1,2875,3,0.0
820875518,980.23,59.475264621228575,ATM,Tablet,Deposit,0,2283,22,0.0
559418225,50.37,57.36843897092433,ATM,Mobile,Transfer,7,2703,12,0.0
946480626,436.58,45.87002177856566,ATM,Tablet,Purchase,5,149,27,0.0
136773590,85.37,40.73618870018461,ATM,Mobile,Withdrawal,4,752,18,0.0
412391749,605.6,20.088640290992767,Branch,Desktop,Transfer,8,1324,46,0.0
470055489,405.01,45.4790966716692,Branch,Desktop,Transfer,7,2064,34,0.0
331909392,115.53,61.797252083607106,Online,Mobile,Withdrawal,3,2639,28,0.0
103045176,963.02,40.254706953293585,Branch,Tablet,Purchase,4,1339,40,0.0
661234948,46.18,35.48824309948441,ATM,Mobile,Withdrawal,6,1026,30,0.0
712277283,82.04,59.53136633913245,ATM,Desktop,Withdrawal,4,264,28,0.0
943286577,280.53,56.68340488718081,Branch,Desktop,Transfer,5,2233,6,0.0
230903714,781.79,37.434931057207436,ATM,Desktop,Withdrawal,5,2853,42,0.0
558501930,917.37,49.853051456701166,ATM,Mobile,Withdrawal,8,477,58,1.0
743102169,1182.36,60.38884579376021,Online,Mobile,Desposit,3,683,74,1.0
745854799,698.79,47.90778126255472,ATM,Mobile,Withdrawal,3,744,6,0.0
544241739,898.14,59.039348410861955,ATM,Mobile,Transfer,6,1750,17,0.0
183850355,560.22,70.5297950255715,Online,Desktop,Withdrawal,4,464,56,1.0
173986607,969.19,50.58022734808395,Branch,Mobile,Deposit,7,2030,4,0.0
301547972,171.89,47.4382024750462,Online,Tablet,Deposit,4,250,46,0.0
655677744,314.85,65.62888768508198,ATM,Desktop,Withdrawal,5,830,25,0.0
460887550,902.74,44.98597853114363,Branch,Tablet,Purchase,4,3616,18,0.0
053283984,649.02,46.65224667893459,Branch,Mobile,Withdrawal,3,2806,2,0.0
858412340,341.85,52.658782296520485,Branch,Mobile,Transfer,2,3318,6,0.0
506408529,96.05,50.002070649181974,ATM,Mobile,Transfer,6,1495,25,0.0
325635312,961.58,50.754336389015926,ATM,Mobile,Purchase,7,2985,8,0.0
260500341,479.88,76.93033663980496,Online,Tablet,Deposit,2,2770,48,0.0
324054986,744.43,71.34563986116655,Online,Desktop,Transfer,3,508,42,1.0
510102157,819.12,65.63413358832108,Branch,Desktop,Purchase,9,1571,20,0.0
854824116,45.8,61.59074064955898,Online,Tablet,Withdrawal,6,1080,20,0.0
460998794,71.67,43.878330828451794,Online,Mobile,Withdrawal,8,839,13,0.0
939592962,909.18,40.016145608117085,Branch,Desktop,Deposit,2,2254,39,0.0
646392487,948.97,54.97743089091394,Branch,Desktop,Purchase,5,3177,35,0.0
677349158,594.98,47.18672442881787,Online,Tablet,Transfer,3,1036,29,0.0
428927014,429.89,68.04348109786743,ATM,Mobile,Purchase,8,2516,29,0.0
640347041,824.26,47.514713819255505,Online,Mobile,Withdrawal,3,2821,12,0.0
596213099,1330.68,81.9220367361921,Branch,Desktop,Purchase,7,354,25,1.0
047641911,549.04,52.921927283263734,Branch,Tablet,Purchase,5,3594,25,0.0
404030373,1768.73,47.51673159255299,Online,Mobile,Desposit,2,107,88,1.0
589757563,213.78,49.194002507032394,Branch,Desktop,Deposit,4,489,18,0.0
103284573,1699.3,72.51169561529667,Online,Mobile,Transfer,6,540,14,1.0
256297277,44.04,54.90974951638251,Branch,Desktop,Withdrawal,6,1447,7,0.0
758703424,90.11,52.02328796422802,Branch,Mobile,Withdrawal,3,458,26,0.0
094237863,963.3,59.96570510579447,Branch,Tablet,Withdrawal,3,2490,45,0.0
315906553,809.37,65.13449743242131,ATM,Tablet,Purchase,5,1083,16,0.0
208320457,757.72,51.569729609684344,Online,Tablet,Transfer,1,813,42,0.0
727640181,265.66,46.11481546911114,Online,Desktop,Deposit,7,1181,25,0.0
174288110,686.18,55.51485376040468,Online,Mobile,Purchase,4,1654,22,0.0
182465002,184.76,43.10272225935826,ATM,Mobile,Withdrawal,3,3198,2,0.0
362557287,479.43,57.9994190194205,Online,Mobile,Purchase,9,261,23,0.0
726259405,637.07,40.28343265458714,ATM,Mobile,Purchase,6,202,17,0.0
049525055,433.5,73.6387249461936,Branch,Tablet,Withdrawal,3,1529,16,0.0
117586174,150.83,48.05730868021481,Branch,Desktop,Purchase,9,2446,42,0.0
591466055,817.67,79.49094425308725,Branch,Tablet,Withdrawal,6,3423,5,0.0
316006894,743.36,48.81931473008921,Online,Tablet,Purchase,1,3200,41,0.0
926148858,782.05,55.522999376795234,Branch,Mobile,Transfer,4,2828,27,0.0
812812773,969.89,44.713833182502434,Online,Tablet,Withdrawal,3,2499,13,0.0
644909735,546.48,39.960426279185015,Online,Tablet,Withdrawal,5,1274,38,0.0
750601562,580.7,69.3526832477625,ATM,Tablet,Desposit,6,637,81,1.0
610514010,819.66,40.63493625210404,ATM,Mobile,Deposit,9,801,26,0.0
921239005,72.74,53.76409526097517,ATM,Mobile,Transfer,3,168,37,0.0
781974447,597.01,54.81866061718492,ATM,Mobile,Transfer,10,2023,10,0.0
657715896,728.46,54.477169258102776,ATM,Tablet,Purchase,5,3212,23,0.0
330612490,182.62,37.45710576830751,ATM,Mobile,Transfer,3,3077,30,0.0
671106968,943.3,46.12869350210485,Online,Mobile,Withdrawal,4,3599,19,0.0
638820800,43.2,38.88542043062968,Branch,Mobile,Withdrawal,1,2110,25,0.0
912538256,244.85,51.93589911367545,Online,Tablet,Purchase,7,347,6,0.0
051210544,584.37,44.30167071761241,Branch,Desktop,Purchase,1,3630,22,0.0
612528211,503.21,50.03695671847847,ATM,Desktop,Transfer,4,1485,10,0.0
907107783,937.86,53.891591956679285,Online,Mobile,Withdrawal,8,655,34,0.0
727694878,21.24,38.0636316824352,Branch,Mobile,Withdrawal,1,2021,15,0.0
259467525,484.39,67.24696649761108,Branch,Desktop,Purchase,3,2203,20,0.0
942754890,824.37,52.83287871546142,Branch,Mobile,Deposit,8,3333,17,0.0
424956176,755.84,50.928449011411146,Branch,Desktop,Purchase,7,2505,42,0.0
417852286,113.07,74.11676675578421,Branch,Mobile,Purchase,2,101,8,0.0
611420177,322.25,56.08246191684969,ATM,Desktop,Deposit,5,526,47,0.0
820186776,1715.2,116.61148587059657,Branch,Desktop,Transfer,5,301,70,1.0
061719570,275.99,54.57772866151886,Online,Desktop,Withdrawal,5,632,32,0.0
622914718,660.17,58.745170741325225,Online,Desktop,Purchase,8,1569,22,0.0
971377394,160.38,55.130854200972934,Branch,Mobile,Purchase,4,3600,47,0.0
407545909,347.84,52.873289044030095,ATM,Desktop,Deposit,6,1937,47,0.0
836632943,740.21,57.426824183597226,Online,Mobile,Withdrawal,7,996,7,0.0
404357233,329.13,41.303369187253054,Online,Desktop,Purchase,7,343,7,0.0
206914101,773.56,48.65982833327082,ATM,Mobile,Transfer,3,1979,10,0.0
268329511,857.14,47.48461113955504,ATM,Tablet,Transfer,1,1057,7,0.0
685861223,190.06,43.585184047770476,Online,Tablet,Withdrawal,5,2141,15,0.0
736893859,382.13,38.456373317670156,Branch,Mobile,Transfer,6,516,41,0.0
086287540,684.31,59.55300558237753,Online,Mobile,Transfer,4,2845,18,0.0
153755822,385.99,55.0826863967459,Online,Desktop,Deposit,6,2454,8,0.0
664055708,190.3,39.410924129433994,Branch,Desktop,Deposit,7,989,16,0.0
664253207,458.76,45.792382063189464,Branch,Desktop,Transfer,6,1478,24,0.0
126289086,419.41,58.69154592496896,ATM,Desktop,Purchase,6,1322,35,0.0
683392627,466.17,48.55481329284482,ATM,Mobile,Transfer,6,2382,18,0.0
155980938,871.4,44.97025229448657,Online,Tablet,Transfer,5,1794,14,0.0
861000622,272.94,48.745457399970995,Branch,Tablet,Deposit,3,2286,29,0.0
492742578,935.09,56.686548047579066,Online,Tablet,Deposit,5,3300,37,0.0
954616451,1065.12,51.7945255502391,Branch,Desktop,Desposit,2,713,82,1.0
799422535,574.9,44.608772968510216,ATM,Desktop,Transfer,5,637,10,0.0
080362740,454.21,45.002698238483696,Branch,Tablet,Withdrawal,6,3623,8,0.0
292465359,878.43,50.1961665769399,Online,Mobile,Transfer,2,3035,5,0.0
767761933,565.33,49.48606276411514,Online,Tablet,Purchase,6,791,14,0.0
451812554,918.14,35.03470744909921,Online,Desktop,Deposit,7,2594,31,0.0
427445492,136.3,41.328697842890996,ATM,Tablet,Withdrawal,6,2144,27,0.0
748356299,158.67,38.03211353573688,ATM,Tablet,Withdrawal,7,2664,31,0.0
818527803,15.01,45.17256477817968,ATM,Mobile,Purchase,3,2591,19,0.0
992422504,406.84,63.728484746765304,Online,Tablet,Withdrawal,5,2198,14,0.0
950414178,1323.51,104.99807944583316,Online,Mobile,Transfer,5,559,22,1.0
578931901,1609.44,63.8193194859081,Online,Desktop,Desposit,6,468,87,1.0
543592609,247.74,36.203818352110694,Online,Desktop,Transfer,4,3038,4,0.0
168442198,394.67,22.524951572747653,ATM,Tablet,Transfer,8,3472,37,0.0
405719997,126.35,63.92465300064329,Online,Desktop,Transfer,8,484,10,0.0
688550069,873.13,41.31707268123634,Online,Tablet,Deposit,4,1775,35,0.0
700632603,782.05,47.00323351993213,Online,Mobile,Deposit,3,1375,27,0.0
168810777,98.23,56.10216169589223,Branch,Desktop,Purchase,8,1577,7,0.0
067631826,30.38,35.78189333258156,ATM,Tablet,Deposit,4,3393,15,0.0
385382382,181.64,25.61182841723571,Online,Tablet,Purchase,3,3043,10,0.0
774606756,113.88,55.82026567084727,ATM,Desktop,Deposit,4,302,16,0.0
399139723,334.84,95.40304123495395,Online,Tablet,Withdrawal,3,657,65,1.0
941229969,626.66,51.26379579546412,Branch,Desktop,Deposit,6,3197,47,0.0
525891888,683.69,49.93478684770542,Branch,Mobile,Deposit,5,1024,27,0.0
354356653,264.0,46.07528893939127,Branch,Desktop,Transfer,6,536,34,0.0
925036835,718.99,65.78118057562185,Branch,Mobile,Transfer,4,2307,1,0.0
818121026,265.31,56.687416555925125,ATM,Mobile,Withdrawal,6,1346,8,0.0
913981391,254.76,47.94140569119659,Online,Tablet,Deposit,0,3000,22,0.0
990417050,695.24,45.16438516153463,Online,Tablet,Deposit,5,973,7,0.0
472914936,1714.39,72.0249219764795,Branch,Tablet,Transfer,5,276,90,1.0
483606305,89.74,51.873837249906586,ATM,Mobile,Purchase,2,702,87,1.0
959238953,116.81,70.06092888159122,Branch,Tablet,Deposit,1,2996,5,0.0
468565387,846.43,43.77350638265548,Branch,Mobile,Purchase,8,1383,46,0.0
495093507,1857.9,47.79324142726994,Online,Mobile,Withdrawal,6,600,56,1.0
347958295,518.85,48.02661579692674,ATM,Desktop,Transfer,5,344,41,0.0
571603945,500.2,40.81313488513906,ATM,Desktop,Withdrawal,6,922,25,0.0
696858739,670.88,61.88913371474643,Branch,Mobile,Purchase,3,2866,13,0.0
951338609,78.67,41.567534046838084,ATM,Mobile,Purchase,6,1512,37,0.0
714194238,607.12,51.43388467342251,Branch,Desktop,Withdrawal,6,1477,31,0.0
890504271,445.12,42.93107432012651,Online,Mobile,Withdrawal,7,1778,37,0.0
969891769,425.4,40.645612979554045,Online,Desktop,Transfer,7,2159,27,0.0
599880962,179.33,74.52645075213651,Branch,Desktop,Purchase,3,570,62,1.0
500392816,1578.03,35.72837349502015,Branch,Tablet,Transfer,7,52,53,1.0
670049710,550.16,63.14914453584048,ATM,Mobile,Transfer,5,1441,36,0.0
447563250,54.77,67.32514999485092,Branch,Tablet,Transfer,5,1999,36,0.0
866885198,481.29,65.337277099165,Online,Desktop,Purchase,3,1371,26,0.0
969086645,923.53,30.329302964128477,Online,Desktop,Withdrawal,3,138,22,0.0
512779475,141.39,34.64427876792894,Online,Mobile,Purchase,7,921,36,0.0
452760783,701.18,47.41203937332897,ATM,Desktop,Deposit,6,1327,42,0.0
224073875,449.24,76.65944934163257,Online,Mobile,Transfer,4,648,13,1.0
717363699,239.63,62.63706677654669,Online,Desktop,Transfer,6,86,29,0.0
788744341,423.59,54.72002270919275,ATM,Desktop,Withdrawal,8,1518,19,0.0
293169332,605.1,59.960476858058165,ATM,Mobile,Deposit,6,2561,48,0.0
318973012,452.94,40.26453800295531,ATM,Mobile,Purchase,2,322,12,0.0
605562022,810.31,58.15737212539297,ATM,Mobile,Withdrawal,4,2602,49,0.0
052772633,467.39,27.88138088670493,Online,Mobile,Withdrawal,2,98,48,0.0
649277473,249.63,47.96326249823034,ATM,Tablet,Deposit,4,3006,16,0.0
949477588,449.31,48.40954789599949,Branch,Desktop,Transfer,2,1367,6,0.0
912716732,374.04,61.48445709196755,ATM,Desktop,Withdrawal,5,408,49,0.0
207693554,512.39,52.55383755674317,Online,Mobile,Withdrawal,3,1302,10,0.0
376777686,497.7,67.75310892609512,ATM,Tablet,Transfer,7,2732,15,0.0
522351595,569.48,36.368259954071895,Online,Desktop,Deposit,4,664,24,0.0
523297055,185.67,57.60055963689602,ATM,Desktop,Transfer,8,3276,7,0.0
866182053,22.87,41.695555934434346,Online,Desktop,Deposit,2,2913,35,0.0
093685604,20.92,47.32358909101207,ATM,Desktop,Purchase,2,3558,27,0.0
242871486,148.71,54.21586610614456,Online,Desktop,Transfer,4,678,17,0.0
999879268,937.46,32.92642042407053,Branch,Mobile,Withdrawal,3,1062,14,0.0
328024714,542.02,46.41659847978778,ATM,Tablet,Purchase,4,710,15,0.0
293660004,993.04,47.850789697112646,ATM,Desktop,Deposit,2,3326,7,0.0
518842900,931.64,58.33333911780307,Online,Tablet,Withdrawal,7,1283,4,0.0
129188753,178.82,38.96791634278317,Online,Tablet,Purchase,4,291,36,0.0
099911468,200.37,53.51448207541583,Branch,Mobile,Purchase,4,1763,11,0.0
646823256,364.58,46.08351432578209,ATM,Mobile,Transfer,3,1450,1,0.0
795474092,755.19,31.20075614860955,Online,Mobile,Transfer,4,3203,12,0.0
932881755,629.6,52.38368982734785,Online,Desktop,Purchase,3,3437,7,0.0
707517413,775.74,37.967991446108556,ATM,Desktop,Deposit,2,2786,39,0.0
423648672,355.38,44.558859978858074,Branch,Desktop,Purchase,8,662,8,0.0
372705629,348.4,52.502002062516944,ATM,Mobile,Deposit,4,1790,44,0.0
683861583,520.44,49.379959906339685,Branch,Desktop,Purchase,8,3009,30,0.0
301869302,889.86,50.858930062933304,Branch,Desktop,Deposit,2,3601,48,0.0
209735856,945.17,52.16775563762629,ATM,Tablet,Withdrawal,5,351,14,0.0
405074598,468.86,52.15396505456288,Branch,Tablet,Withdrawal,6,2450,24,0.0
070465081,433.92,33.45112563771704,Online,Mobile,Purchase,3,3248,47,0.0
900612955,133.42,46.86941969476845,Branch,Desktop,Withdrawal,5,2637,8,0.0
411894511,880.33,56.92918623031611,Branch,Desktop,Withdrawal,10,1732,29,0.0
547902746,1778.9,50.72166668788207,Branch,Desktop,Desposit,4,27,56,1.0
132232770,725.03,51.51757992248741,Branch,Tablet,Withdrawal,2,3079,23,0.0
571094226,130.67,45.444604739761296,ATM,Mobile,Purchase,2,2410,14,0.0
191723265,203.82,44.64664912983777,ATM,Desktop,Transfer,2,2555,49,0.0
175311886,971.35,36.73527871688917,Online,Desktop,Purchase,6,2096,9,0.0
166173397,22.96,50.142730678364344,Branch,Desktop,Withdrawal,7,3565,48,0.0
861769775,555.35,79.85259002603411,Branch,Mobile,Purchase,3,2844,16,0.0
274941068,1592.17,73.72505350723527,Branch,Desktop,Transfer,3,209,84,1.0
906927308,123.69,53.2674476460232,ATM,Tablet,Withdrawal,2,874,19,0.0
320978568,763.18,34.74343685429905,Branch,Mobile,Withdrawal,2,2786,4,0.0
733994226,1850.18,33.38245613755617,ATM,Desktop,Transfer,6,467,76,1.0
909816529,257.74,49.094667176958396,Branch,Desktop,Purchase,7,2393,35,0.0
416917344,270.54,93.94108237362678,Branch,Tablet,Purchase,3,420,75,1.0
195744293,901.02,44.739651573324196,ATM,Tablet,Deposit,1,2030,46,0.0
687697691,363.19,56.73181351269958,Branch,Desktop,Deposit,7,2173,27,0.0
878336279,90.81,53.67649292991422,Online,Tablet,Transfer,4,426,13,0.0
124746781,965.38,39.978125442185274,ATM,Tablet,Withdrawal,5,3412,21,0.0
271035534,523.89,29.158870605014116,Online,Tablet,Withdrawal,3,2004,42,0.0
273108565,227.98,38.69111564674084,Branch,Desktop,Transfer,8,1940,3,0.0
656549301,788.48,47.69133626155231,Branch,Desktop,Transfer,3,2059,46,0.0
369827239,158.42,49.24048976357477,ATM,Tablet,Deposit,2,3238,5,0.0
497195580,610.36,48.1710355889516,ATM,Desktop,Withdrawal,2,3296,43,0.0
423424467,301.52,52.30070759191402,ATM,Tablet,Purchase,3,2820,48,0.0
857706778,40.08,44.517312050749226,Branch,Desktop,Transfer,5,1221,47,0.0
891063953,1335.64,88.39011784088781,Branch,Desktop,Withdrawal,1,674,90,1.0
687837798,710.16,54.03946719911044,Branch,Tablet,Purchase,5,13,17,1.0
575998986,190.01,63.281941418490575,ATM,Desktop,Purchase,2,409,48,0.0
191843832,194.57,64.43632003468814,Branch,Tablet,Deposit,4,2560,12,0.0
491811491,803.71,60.23709546106981,Branch,Desktop,Purchase,3,2029,27,0.0
737464035,477.49,59.325908318730896,Online,Mobile,Purchase,2,777,36,0.0
575853547,220.83,81.37748533659993,Online,Tablet,Purchase,4,3506,12,0.0
576889833,451.44,38.103333409096386,ATM,Tablet,Withdrawal,8,454,18,0.0
303671772,569.41,67.66047486697859,Branch,Tablet,Purchase,7,121,28,1.0
664841185,999.72,47.139957781198895,ATM,Desktop,Withdrawal,7,3136,35,0.0
993301488,754.85,41.08807774584713,Branch,Mobile,Withdrawal,8,1635,32,0.0
075408318,66.52,44.504597254044654,Branch,Mobile,Transfer,9,3014,18,0.0
199207104,103.5,51.23204806784486,ATM,Desktop,Withdrawal,7,2579,38,0.0
754395249,730.91,40.36241073789389,Branch,Mobile,Deposit,2,3481,9,0.0
403122487,722.84,41.64857098369977,Online,Mobile,Purchase,11,2760,19,0.0
731155749,400.53,32.48171193248281,Branch,Tablet,Deposit,4,508,20,0.0
072059721,895.88,50.21271576736061,ATM,Mobile,Withdrawal,3,1168,7,0.0
758582933,231.58,36.489256337919784,Online,Tablet,Transfer,2,2084,43,0.0
840917097,155.6,56.55900776529761,Online,Mobile,Withdrawal,6,1681,31,0.0
895765110,162.36,41.74589470021045,ATM,Desktop,Purchase,1,1775,1,0.0
078283923,223.66,36.54020319753251,Online,Tablet,Purchase,8,1590,45,0.0
197492980,752.16,58.484308822052846,Branch,Mobile,Purchase,5,2822,16,0.0
931295900,395.4,54.08652811480671,Online,Desktop,Deposit,6,941,2,0.0
323308843,352.48,50.43514668643466,Branch,Tablet,Deposit,6,1265,18,0.0
675848215,145.45,43.49976065593102,Branch,Tablet,Purchase,5,3452,12,0.0
631093865,1406.05,78.12299904185858,ATM,Desktop,Purchase,4,268,33,1.0
971034139,692.63,38.9513720693748,ATM,Tablet,Transfer,7,3466,12,0.0
844246146,900.58,50.50887701856018,Online,Mobile,Deposit,1,882,11,0.0
681390958,203.83,47.53937511870051,Online,Mobile,Withdrawal,4,2984,41,0.0
399025399,598.19,42.12216248091761,Branch,Desktop,Deposit,9,2230,8,0.0
429116323,739.04,53.01107339191742,Online,Mobile,Withdrawal,4,878,9,0.0
570880585,196.24,49.855477291217206,ATM,Tablet,Deposit,6,1623,26,0.0
237055743,304.15,61.12688374989925,ATM,Desktop,Deposit,5,2612,39,0.0
617058926,252.9,32.2376476710168,Online,Mobile,Purchase,2,1502,26,0.0
132658379,219.33,49.74425687808006,ATM,Mobile,Purchase,6,2073,15,0.0
118615318,42.2,43.4791111140694,Branch,Tablet,Transfer,4,759,13,0.0
461706056,735.78,56.29529584221811,Branch,Tablet,Transfer,5,3166,41,0.0
894493409,965.98,53.07406697809101,Branch,Tablet,Transfer,5,1118,41,0.0
522014918,379.58,32.21412415993483,Online,Mobile,Purchase,7,235,38,0.0
294192672,906.05,62.238142994376744,ATM,Tablet,Withdrawal,2,394,80,1.0
305770591,1559.55,59.299447675436184,Online,Mobile,Desposit,5,126,79,1.0
479627913,994.96,55.70612997219531,Branch,Mobile,Deposit,3,359,14,0.0
967842871,671.96,45.498107351485885,Online,Mobile,Purchase,6,2636,31,0.0
658663182,986.65,58.74389180712728,Branch,Mobile,Purchase,4,2672,1,0.0
379352961,614.87,54.66670981966081,Branch,Desktop,Transfer,5,620,22,0.0
662029491,403.88,51.973157074055955,Online,Mobile,Purchase,9,2520,38,0.0
315032250,164.59,45.12771435886448,Branch,Mobile,Purchase,5,2045,48,0.0
993216674,661.04,52.98752908365686,ATM,Desktop,Transfer,6,1245,6,0.0
302597348,727.52,48.25645742097164,Online,Desktop,Withdrawal,5,2912,35,0.0
125402412,863.39,51.40359869848047,Online,Mobile,Deposit,7,3368,10,0.0
433608345,584.78,37.88828070719219,ATM,Mobile,Purchase,2,1784,17,0.0
900135790,782.95,54.50603412862539,Online,Tablet,Withdrawal,6,2123,6,0.0
670223640,996.67,61.00959634998571,ATM,Desktop,Deposit,7,3249,32,0.0
022142005,96.12,53.67481665474304,Online,Mobile,Withdrawal,5,685,2,0.0
418949899,558.32,57.796605322693395,Online,Tablet,Deposit,4,1717,43,0.0
844205980,54.78,55.65509645631544,Online,Mobile,Withdrawal,5,2404,46,0.0
530641260,710.17,54.25887206193036,Branch,Mobile,Purchase,7,2216,8,0.0
639873690,186.26,45.929636870732196,ATM,Mobile,Withdrawal,6,3591,18,0.0
413494821,636.77,50.86143883046375,Branch,Desktop,Purchase,9,1447,7,0.0
937944101,996.73,46.419706202530136,Branch,Tablet,Purchase,6,3447,10,0.0
811189068,801.42,47.69599285794233,Online,Mobile,Deposit,1,286,22,0.0
171126646,1736.36,64.67697203870108,Branch,Desktop,Transfer,5,344,46,1.0
570145437,328.86,44.910363742925014,Online,Desktop,Purchase,3,3478,2,0.0
394869317,1694.1,93.10143347821112,ATM,Mobile,Withdrawal,7,30,47,1.0
185997552,969.61,63.10308746119608,ATM,Mobile,Withdrawal,1,2160,28,0.0
369576830,908.49,57.78361076166638,Online,Desktop,Withdrawal,5,2355,44,0.0
553304047,516.97,34.374541431134574,ATM,Desktop,Deposit,5,1850,9,0.0
362841469,587.82,45.63614109473431,ATM,Tablet,Deposit,7,1963,26,0.0
792703122,774.6,46.30389663956366,ATM,Tablet,Withdrawal,3,1368,24,0.0
290989390,538.13,52.30700905718683,ATM,Mobile,Deposit,1,657,38,0.0
194576729,617.79,46.692107756724425,Online,Desktop,Deposit,10,427,22,0.0
151101315,937.24,43.64442158595597,ATM,Mobile,Purchase,3,3356,48,0.0
947965638,496.7,39.46317580853646,Branch,Desktop,Purchase,7,3008,15,0.0
175739756,922.66,67.02214944635239,Branch,Desktop,Purchase,8,1284,43,0.0
080795436,734.9,50.6934433703625,ATM,Mobile,Withdrawal,7,2607,18,0.0
867078704,648.72,57.94264679621827,ATM,Tablet,Purchase,3,927,39,0.0
153634049,469.06,55.462842480037,Branch,Mobile,Deposit,3,1489,16,0.0
902696634,266.19,56.628812686674124,Online,Desktop,Transfer,2,1699,22,0.0
193304711,527.02,45.25096343377476,Online,Desktop,Deposit,6,2800,31,0.0
562763139,931.29,44.70667887551629,Branch,Mobile,Withdrawal,0,349,9,0.0
136189097,253.5,53.904648499288896,Online,Mobile,Withdrawal,3,2898,46,0.0
